institution_id,macro_category,count,institution_name
I2802536742,Molecular Simulation,1,Florida Aquarium
I2802619606,Volume Rendering & Immersive Tech,2,Klinikum rechts der Isar
I2802660506,Volume Rendering & Immersive Tech,1,United States Coast Guard
I2802742124,Graph Visualization & Text Mining,1,John Radcliffe Hospital
I2802928900,High-Dimensional Data Analysis,1,Academic Medical Center
I2802928900,Volume Rendering & Immersive Tech,2,Academic Medical Center
I2802946424,Imaging & Display Technology,1,Johns Hopkins University Applied Physics Laboratory
I2802946424,Visual Programming & ML,2,Johns Hopkins University Applied Physics Laboratory
I2802964274,Volume Rendering & Immersive Tech,1,Interface (United States)
I2802966293,Perception & Uncertainty Vis,1,Urban College of Boston
I2802999273,Imaging & Display Technology,4,Wisconsin Institutes for Discovery
I2803058125,Imaging & Display Technology,1,Seoul National University Bundang Hospital
I2803058125,Volume Rendering & Immersive Tech,1,Seoul National University Bundang Hospital
I2803209242,Molecular Simulation,1,University of California System
I2803209242,Perception & Uncertainty Vis,2,University of California System
I2803209242,Visual Programming & ML,1,University of California System
I2803209242,Volume Rendering & Immersive Tech,4,University of California System
I28777354,Causality & Temporal Analysis,1,Sejong University
I28777354,Network Security & Anomaltic,1,Sejong University
I28777354,Social & Biomedical Analytics,1,Sejong University
I28777354,Visual Programming & ML,1,Sejong University
I2898391981,Geospatial & Seismic Vis,1,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR)
I2898391981,High-Dimensional Data Analysis,1,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR)
I2898391981,Volume Rendering & Immersive Tech,7,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR)
I2946016260,Visual Programming & ML,1,Uber AI (United States)
I2948394018,Volume Rendering & Immersive Tech,4,Northrop Grumman (United States)
I2948663404,Imaging & Display Technology,1,Boston Scientific (United States)
I29606459,High-Dimensional Data Analysis,1,University of Mississippi Medical Center
I29607241,Graph Visualization & Text Mining,3,École Normale Supérieure - PSL
I29607241,High-Dimensional Data Analysis,1,École Normale Supérieure - PSL
I2972652528,Visual Programming & ML,2,FHNW University of Applied Sciences and Arts
I29955533,Visual Programming & ML,1,Center for Information Technology
I3005327000,Visual Programming & ML,1,Institute for Infocomm Research
I3017942884,Topological Data Analysis,1,Institut de Mathématiques de Jussieu-Paris Rive Gauche
I3017942884,Volume Rendering & Immersive Tech,1,Institut de Mathématiques de Jussieu-Paris Rive Gauche
I3018083178,Graph Visualization & Text Mining,2,Institut de Recherche Technologique SystemX
I3018083178,High-Dimensional Data Analysis,1,Institut de Recherche Technologique SystemX
I3018483916,Volume Rendering & Immersive Tech,1,University Medical Center Utrecht
I3018771216,Perception & Uncertainty Vis,1,LMU Klinikum
I3019415892,Geospatial & Seismic Vis,3,Fraunhofer Institute for Industrial Mathematics
I3019415892,Graph Visualization & Text Mining,1,Fraunhofer Institute for Industrial Mathematics
I3019415892,Volume Rendering & Immersive Tech,1,Fraunhofer Institute for Industrial Mathematics
I3019423309,Graph Visualization & Text Mining,3,Fraunhofer Institute for Computer Graphics Research
I3019423309,High-Dimensional Data Analysis,1,Fraunhofer Institute for Computer Graphics Research
I3019423309,Imaging & Display Technology,1,Fraunhofer Institute for Computer Graphics Research
I3019423309,Network Security & Anomaltic,1,Fraunhofer Institute for Computer Graphics Research
I3019423309,Visual Programming & ML,1,Fraunhofer Institute for Computer Graphics Research
I3019423309,Volume Rendering & Immersive Tech,4,Fraunhofer Institute for Computer Graphics Research
I3019586173,Imaging & Display Technology,1,National Jewish Health
I3045169105,High-Dimensional Data Analysis,2,Southern University of Science and Technology
I3045169105,Perception & Uncertainty Vis,1,Southern University of Science and Technology
I3045169105,Visual Programming & ML,3,Southern University of Science and Technology
I30809798,High-Dimensional Data Analysis,2,ShanghaiTech University
I30809798,Visual Programming & ML,6,ShanghaiTech University
I30809798,Volume Rendering & Immersive Tech,1,ShanghaiTech University
I308837,Visual Programming & ML,1,Suzhou University of Science and Technology
I3129407955,Graph Visualization & Text Mining,1,Institute for High Energy Physics
I3129407955,Volume Rendering & Immersive Tech,2,Institute for High Energy Physics
I3129593085,Graph Visualization & Text Mining,1,Chengdu Sport University
I3130638677,Graph Visualization & Text Mining,1,Edinburgh College
I3131446353,Volume Rendering & Immersive Tech,1,Andrássy University Budapest
I3131550300,Graph Visualization & Text Mining,2,Université Toulouse-I-Capitole
I3131550300,Visual Programming & ML,2,Université Toulouse-I-Capitole
I3131873961,Social & Biomedical Analytics,1,Hadassah Academic College
I3132238960,Graph Visualization & Text Mining,4,Institute of Electrical and Electronics Engineers
I3132238960,High-Dimensional Data Analysis,5,Institute of Electrical and Electronics Engineers
I3132238960,Imaging & Display Technology,3,Institute of Electrical and Electronics Engineers
I3132238960,Molecular Simulation,1,Institute of Electrical and Electronics Engineers
I3132238960,Perception & Uncertainty Vis,2,Institute of Electrical and Electronics Engineers
I3132238960,Topological Data Analysis,3,Institute of Electrical and Electronics Engineers
I3132238960,Visual Programming & ML,1,Institute of Electrical and Electronics Engineers
I3132238960,Volume Rendering & Immersive Tech,7,Institute of Electrical and Electronics Engineers
I3143791293,Graph Visualization & Text Mining,1,Institute for Christian Studies
I31512782,Graph Visualization & Text Mining,3,Technical University of Darmstadt
I31512782,Molecular Simulation,1,Technical University of Darmstadt
I31512782,Network Security & Anomaltic,2,Technical University of Darmstadt
I31512782,Visual Programming & ML,4,Technical University of Darmstadt
I31512782,Volume Rendering & Immersive Tech,1,Technical University of Darmstadt
I31683504,High-Dimensional Data Analysis,1,Beijing Forestry University
I31746571,High-Dimensional Data Analysis,1,UNSW Sydney
I31746571,Social & Biomedical Analytics,1,UNSW Sydney
I32389192,Volume Rendering & Immersive Tech,2,University of Alabama at Birmingham
I32394136,Social & Biomedical Analytics,1,Northumbria University
I32597200,Graph Visualization & Text Mining,1,Ghent University
I32625721,Graph Visualization & Text Mining,1,University of Saskatchewan
I32943570,High-Dimensional Data Analysis,1,Helsinki Institute for Information Technology
I32971472,High-Dimensional Data Analysis,1,Yale University
I32971472,Volume Rendering & Immersive Tech,2,Yale University
I33213144,Graph Visualization & Text Mining,1,University of Florida
I33213144,High-Dimensional Data Analysis,1,University of Florida
I33213144,Network Security & Anomaltic,1,University of Florida
I33213144,Volume Rendering & Immersive Tech,10,University of Florida
I33256026,Geospatial & Seismic Vis,1,German Research Centre for Artificial Intelligence
I33434090,High-Dimensional Data Analysis,1,University of Massachusetts Boston
I33976269,Social & Biomedical Analytics,1,Xerox (France)
I34077533,Geospatial & Seismic Vis,1,Ohio Supercomputer Center
I34077533,Volume Rendering & Immersive Tech,1,Ohio Supercomputer Center
I34809795,Visual Programming & ML,1,Medizinische Hochschule Hannover
I35364215,Volume Rendering & Immersive Tech,1,Naval Postgraduate School
I35440088,Causality & Temporal Analysis,1,ETH Zurich
I35440088,Graph Visualization & Text Mining,1,ETH Zurich
I35440088,High-Dimensional Data Analysis,3,ETH Zurich
I35440088,Imaging & Display Technology,1,ETH Zurich
I35440088,Molecular Simulation,2,ETH Zurich
I35440088,Topological Data Analysis,2,ETH Zurich
I35440088,Visual Programming & ML,9,ETH Zurich
I35440088,Volume Rendering & Immersive Tech,24,ETH Zurich
I36234482,Perception & Uncertainty Vis,1,University of Bristol
I36253440,Causality & Temporal Analysis,1,IEEE Computer Society
I36253440,Geospatial & Seismic Vis,1,IEEE Computer Society
I36253440,Graph Visualization & Text Mining,2,IEEE Computer Society
I36253440,Imaging & Display Technology,1,IEEE Computer Society
I36253440,Molecular Simulation,1,IEEE Computer Society
I36253440,Visual Programming & ML,1,IEEE Computer Society
I36253440,Volume Rendering & Immersive Tech,2,IEEE Computer Society
I36258959,Causality & Temporal Analysis,1,"University of California, San Diego"
I36258959,Graph Visualization & Text Mining,2,"University of California, San Diego"
I36258959,High-Dimensional Data Analysis,2,"University of California, San Diego"
I36258959,Perception & Uncertainty Vis,1,"University of California, San Diego"
I36258959,Visual Programming & ML,4,"University of California, San Diego"
I36258959,Volume Rendering & Immersive Tech,1,"University of California, San Diego"
I36522303,Causality & Temporal Analysis,1,Universität Greifswald
I36522303,Molecular Simulation,1,Universität Greifswald
I36522303,Volume Rendering & Immersive Tech,1,Universität Greifswald
I36672615,Volume Rendering & Immersive Tech,1,Courant Institute of Mathematical Sciences
I36788626,Perception & Uncertainty Vis,1,California University of Pennsylvania
I36819085,Graph Visualization & Text Mining,1,Northwest University
I368840534,Geospatial & Seismic Vis,1,University of Mississippi
I368840534,High-Dimensional Data Analysis,1,University of Mississippi
I368840534,Imaging & Display Technology,1,University of Mississippi
I368840534,Volume Rendering & Immersive Tech,1,University of Mississippi
I38877650,Causality & Temporal Analysis,1,Zhengzhou University
I38877650,Graph Visualization & Text Mining,2,Zhengzhou University
I38877650,High-Dimensional Data Analysis,2,Zhengzhou University
I38877650,Social & Biomedical Analytics,1,Zhengzhou University
I38877650,Visual Programming & ML,4,Zhengzhou University
I38877650,Volume Rendering & Immersive Tech,1,Zhengzhou University
I392282,Volume Rendering & Immersive Tech,1,"University at Albany, State University of New York"
I39343248,Geospatial & Seismic Vis,1,Humboldt-Universität zu Berlin
I39422238,Geospatial & Seismic Vis,1,University of Illinois Chicago
I39422238,Graph Visualization & Text Mining,2,University of Illinois Chicago
I39422238,High-Dimensional Data Analysis,5,University of Illinois Chicago
I39422238,Imaging & Display Technology,1,University of Illinois Chicago
I39422238,Molecular Simulation,1,University of Illinois Chicago
I39422238,Perception & Uncertainty Vis,1,University of Illinois Chicago
I39422238,Visual Programming & ML,6,University of Illinois Chicago
I39422238,Volume Rendering & Immersive Tech,3,University of Illinois Chicago
I39470171,Graph Visualization & Text Mining,6,University of Ontario Institute of Technology
I39470171,Perception & Uncertainty Vis,1,University of Ontario Institute of Technology
I39470171,Topological Data Analysis,1,University of Ontario Institute of Technology
I39470171,Visual Programming & ML,1,University of Ontario Institute of Technology
I39470171,Volume Rendering & Immersive Tech,2,University of Ontario Institute of Technology
I39555362,Graph Visualization & Text Mining,1,University of Warwick
I39555362,Perception & Uncertainty Vis,1,University of Warwick
I39555362,Visual Programming & ML,2,University of Warwick
I39555362,Volume Rendering & Immersive Tech,1,University of Warwick
I39586589,Graph Visualization & Text Mining,7,Swansea University
I39586589,High-Dimensional Data Analysis,3,Swansea University
I39586589,Perception & Uncertainty Vis,5,Swansea University
I39586589,Visual Programming & ML,3,Swansea University
I39586589,Volume Rendering & Immersive Tech,4,Swansea University
I39705031,Visual Programming & ML,1,Catholic University of Daegu
I39804081,Molecular Simulation,1,Sorbonne Université
I39804081,Perception & Uncertainty Vis,2,Sorbonne Université
I39804081,Topological Data Analysis,10,Sorbonne Université
I39804081,Volume Rendering & Immersive Tech,3,Sorbonne Université
I39854758,Visual Programming & ML,1,Auckland University of Technology
I40120149,Geospatial & Seismic Vis,1,University of Oxford
I40120149,Graph Visualization & Text Mining,7,University of Oxford
I40120149,High-Dimensional Data Analysis,1,University of Oxford
I40120149,Imaging & Display Technology,2,University of Oxford
I40120149,Network Security & Anomaltic,1,University of Oxford
I40120149,Perception & Uncertainty Vis,1,University of Oxford
I40120149,Topological Data Analysis,1,University of Oxford
I40120149,Visual Programming & ML,5,University of Oxford
I40120149,Volume Rendering & Immersive Tech,5,University of Oxford
I40347166,Causality & Temporal Analysis,1,University of Chicago
I40347166,Graph Visualization & Text Mining,2,University of Chicago
I40347166,High-Dimensional Data Analysis,1,University of Chicago
I40347166,Perception & Uncertainty Vis,2,University of Chicago
I40347166,Social & Biomedical Analytics,1,University of Chicago
I40347166,Visual Programming & ML,3,University of Chicago
I40889946,Visual Programming & ML,1,Queens University of Charlotte
I4092182,Geospatial & Seismic Vis,1,Graz University of Technology
I4092182,Graph Visualization & Text Mining,9,Graz University of Technology
I4092182,High-Dimensional Data Analysis,6,Graz University of Technology
I4092182,Imaging & Display Technology,1,Graz University of Technology
I4092182,Molecular Simulation,2,Graz University of Technology
I4092182,Network Security & Anomaltic,2,Graz University of Technology
I4092182,Visual Programming & ML,2,Graz University of Technology
I4092182,Volume Rendering & Immersive Tech,4,Graz University of Technology
I4179309,Volume Rendering & Immersive Tech,1,Park University
I41833579,Graph Visualization & Text Mining,1,Roanoke College
I4210085935,Graph Visualization & Text Mining,1,IBM Research - Almaden
I4210085935,Social & Biomedical Analytics,2,IBM Research - Almaden
I4210086933,Volume Rendering & Immersive Tech,1,NYU Langone Health
I4210087032,Graph Visualization & Text Mining,1,Cambridge Scientific (United States)
I4210087032,Imaging & Display Technology,1,Cambridge Scientific (United States)
I4210087032,Social & Biomedical Analytics,1,Cambridge Scientific (United States)
I4210087032,Visual Programming & ML,1,Cambridge Scientific (United States)
I4210087747,Geospatial & Seismic Vis,1,Creative Technologies (United States)
I4210087915,High-Dimensional Data Analysis,1,Massachusetts General Hospital
I4210088053,High-Dimensional Data Analysis,1,Universitätsklinikum Erlangen
I4210088322,Graph Visualization & Text Mining,1,Centre de Gestion Scientifique
I4210088341,Visual Programming & ML,1,University of Finance and Economics
I4210088367,Graph Visualization & Text Mining,1,Systems Analytics (United States)
I4210088595,Geospatial & Seismic Vis,1,Technology Applications (United States)
I4210088621,Graph Visualization & Text Mining,1,Know Center Research GmbH (Austria)
I4210088715,Volume Rendering & Immersive Tech,1,FH Campus Wien
I4210088792,Volume Rendering & Immersive Tech,1,United States Army
I4210089608,Graph Visualization & Text Mining,1,Natural History Museum of Bern
I4210089612,Social & Biomedical Analytics,1,United States Air Force
I4210089980,Volume Rendering & Immersive Tech,1,Research Organization for Information Science and Technology
I4210090078,Graph Visualization & Text Mining,1,The Future University
I4210090485,Geospatial & Seismic Vis,1,Crystal Research (United States)
I4210090737,Volume Rendering & Immersive Tech,1,Advanced Mechanical Technology (United States)
I4210090857,Geospatial & Seismic Vis,1,Schlumberger (United States)
I4210091137,Graph Visualization & Text Mining,2,NetEase (China)
I4210091159,Social & Biomedical Analytics,1,Indiana State Department of Health
I4210091327,Graph Visualization & Text Mining,1,Max Planck Institute for Mathematics in the Sciences
I4210091341,Imaging & Display Technology,1,Novartis (China)
I4210091437,Volume Rendering & Immersive Tech,1,Sorbonne Paris Cité
I4210091615,Volume Rendering & Immersive Tech,1,Saint Vincent's Catholic Medical Center
I4210091772,Visual Programming & ML,1,Max Planck Institute for Extraterrestrial Physics
I4210091929,Social & Biomedical Analytics,1,Konkuk University Medical Center
I4210092357,Graph Visualization & Text Mining,2,Institute of Mathematics and Computer Science
I4210092357,Volume Rendering & Immersive Tech,1,Institute of Mathematics and Computer Science
I4210092460,High-Dimensional Data Analysis,1,DataONE
I4210092639,Visual Programming & ML,1,Boeing (Spain)
I4210092658,Visual Programming & ML,1,Harvard–MIT Division of Health Sciences and Technology
I4210092929,Molecular Simulation,1,Novartis (France)
I4210093282,Molecular Simulation,1,Institut de Robòtica i Informàtica Industrial
I4210093996,Volume Rendering & Immersive Tech,1,Dolby (United States)
I4210094059,Graph Visualization & Text Mining,1,Kavli Institute for Particle Astrophysics and Cosmology
I4210094759,Geospatial & Seismic Vis,1,Fujitsu (United States)
I4210094970,Visual Programming & ML,1,Energy Research Institute
I4210095128,High-Dimensional Data Analysis,1,Center for Massive Data Algorithmics
I4210095297,Social & Biomedical Analytics,1,MIT University
I4210095624,Graph Visualization & Text Mining,1,Alibaba Group (United States)
I4210095624,Volume Rendering & Immersive Tech,1,Alibaba Group (United States)
I4210095732,Volume Rendering & Immersive Tech,1,Visteon (United States)
I4210096112,Social & Biomedical Analytics,1,Rutgers Sexual and Reproductive Health and Rights
I4210096112,Volume Rendering & Immersive Tech,1,Rutgers Sexual and Reproductive Health and Rights
I4210096500,High-Dimensional Data Analysis,1,Institute of Atmospheric Sciences and Climate
I4210097138,Volume Rendering & Immersive Tech,1,CEA Paris-Saclay - Etablissement de Fontenay-aux-roses
I4210097295,Perception & Uncertainty Vis,1,Vital Research
I4210098034,Graph Visualization & Text Mining,1,Key Laboratory of Guangdong Province
I4210098141,Social & Biomedical Analytics,1,Nokia (United Kingdom)
I4210098606,Perception & Uncertainty Vis,1,Austrian Foundry Research Institute
I4210098606,Volume Rendering & Immersive Tech,1,Austrian Foundry Research Institute
I4210098902,Molecular Simulation,1,Laboratoire de Chimie Théorique
I4210098931,Volume Rendering & Immersive Tech,1,Quantitative BioSciences
I4210098935,Network Security & Anomaltic,1,Li Creative Technologies (United States)
I4210099137,Visual Programming & ML,1,Research Canada
I4210099137,Volume Rendering & Immersive Tech,1,Research Canada
I4210099236,Graph Visualization & Text Mining,1,Kootenay Association for Science & Technology
I4210099236,Molecular Simulation,1,Kootenay Association for Science & Technology
I4210099236,Visual Programming & ML,2,Kootenay Association for Science & Technology
I4210099593,Graph Visualization & Text Mining,1,Computer Algorithms for Medicine
I4210099593,Imaging & Display Technology,2,Computer Algorithms for Medicine
I4210099593,Network Security & Anomaltic,1,Computer Algorithms for Medicine
I4210099593,Volume Rendering & Immersive Tech,1,Computer Algorithms for Medicine
I4210099672,Graph Visualization & Text Mining,1,Accenture (United States)
I4210099974,Visual Programming & ML,1,Intelligent Light (United States)
I4210099974,Volume Rendering & Immersive Tech,1,Intelligent Light (United States)
I4210099977,Imaging & Display Technology,1,Institute for Futures Studies
I4210099988,High-Dimensional Data Analysis,1,Telefonica (Germany)
I4210100283,Geospatial & Seismic Vis,1,"Laboratoire des Sciences de l'Ingénieur, de l'Informatique et de l'Imagerie"
I4210100400,Causality & Temporal Analysis,1,Northwestern University
I4210100430,Perception & Uncertainty Vis,1,Google (Switzerland)
I4210100468,Volume Rendering & Immersive Tech,1,University Hospital of Zurich
I4210100755,Volume Rendering & Immersive Tech,1,Cheshire West and Chester
I4210100869,Volume Rendering & Immersive Tech,1,Universitätsklinikum Tulln
I4210101327,Graph Visualization & Text Mining,1,Twin Cities Orthopedics
I4210101327,Visual Programming & ML,1,Twin Cities Orthopedics
I4210101327,Volume Rendering & Immersive Tech,1,Twin Cities Orthopedics
I4210101455,Volume Rendering & Immersive Tech,1,CEA DAM Île-de-France
I4210101598,Visual Programming & ML,1,Slovak Hydrometeorological Institute
I4210101743,Geospatial & Seismic Vis,1,"Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier"
I4210101743,Graph Visualization & Text Mining,2,"Laboratoire d'Informatique, de Robotique et de Microélectronique de Montpellier"
I4210101778,Visual Programming & ML,1,Samsung (United States)
I4210102264,Graph Visualization & Text Mining,1,Shandong University of Political Science and Law
I4210102264,Volume Rendering & Immersive Tech,1,Shandong University of Political Science and Law
I4210102302,Molecular Simulation,2,University Hospital Brno
I4210102542,Graph Visualization & Text Mining,1,Heliotrope Technologies (United States)
I4210102902,High-Dimensional Data Analysis,1,Sheffield Teaching Hospitals NHS Foundation Trust
I4210102939,Perception & Uncertainty Vis,2,IAP Research (United States)
I4210102957,Volume Rendering & Immersive Tech,1,Département Mathématiques et Informatique Appliquées
I4210103279,Graph Visualization & Text Mining,3,IBM Research - India
I4210103666,Volume Rendering & Immersive Tech,1,University Hospital Münster
I4210103820,Social & Biomedical Analytics,2,Autodesk (Canada)
I4210103820,Volume Rendering & Immersive Tech,2,Autodesk (Canada)
I4210103986,Imaging & Display Technology,1,Jingdong (China)
I4210103986,Visual Programming & ML,3,Jingdong (China)
I4210104311,Volume Rendering & Immersive Tech,1,Institute of Scientific and Technical Information of China
I4210104429,Volume Rendering & Immersive Tech,1,Institute of Cognitive and Brain Sciences
I4210104430,Graph Visualization & Text Mining,1,Laboratoire d'Informatique de Grenoble
I4210104475,Volume Rendering & Immersive Tech,1,Momentive (Japan)
I4210104684,Perception & Uncertainty Vis,1,VetAgro Sup
I4210104735,Graph Visualization & Text Mining,3,Sandia National Laboratories
I4210104735,High-Dimensional Data Analysis,1,Sandia National Laboratories
I4210104735,Network Security & Anomaltic,1,Sandia National Laboratories
I4210104735,Perception & Uncertainty Vis,3,Sandia National Laboratories
I4210104735,Visual Programming & ML,5,Sandia National Laboratories
I4210104735,Volume Rendering & Immersive Tech,3,Sandia National Laboratories
I4210104972,High-Dimensional Data Analysis,2,Norrköping Visualisering (Sweden)
I4210105663,Volume Rendering & Immersive Tech,1,Deutsches Herzzentrum der Charité
I4210105678,Causality & Temporal Analysis,1,Microsoft (Finland)
I4210105990,Social & Biomedical Analytics,1,Institute of Geodesy and Geophysics
I4210106122,Visual Programming & ML,1,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou)
I4210106122,Volume Rendering & Immersive Tech,1,Southern Marine Science and Engineering Guangdong Laboratory (Guangzhou)
I4210106297,Social & Biomedical Analytics,1,MacroGenics (United States)
I4210106889,Topological Data Analysis,1,Science Communication Institute
I4210107053,Visual Programming & ML,1,Core Competence
I4210107558,Volume Rendering & Immersive Tech,1,Consorzio Pisa Ricerche
I4210108629,Graph Visualization & Text Mining,1,Computer Network Information Center
I4210108629,High-Dimensional Data Analysis,2,Computer Network Information Center
I4210108629,Visual Programming & ML,1,Computer Network Information Center
I4210108711,Volume Rendering & Immersive Tech,2,University Medical Center Hamburg-Eppendorf
I4210108719,Graph Visualization & Text Mining,1,EP Analytics (United States)
I4210108985,Volume Rendering & Immersive Tech,2,Bellevue Hospital Center
I4210109156,Graph Visualization & Text Mining,1,Max Planck Institute for Astronomy
I4210109586,Social & Biomedical Analytics,1,Moscow Institute of Thermal Technology
I4210109586,Visual Programming & ML,1,Moscow Institute of Thermal Technology
I4210109712,Graph Visualization & Text Mining,2,Max Planck Institute for Informatics
I4210109712,High-Dimensional Data Analysis,3,Max Planck Institute for Informatics
I4210109712,Imaging & Display Technology,2,Max Planck Institute for Informatics
I4210109712,Topological Data Analysis,1,Max Planck Institute for Informatics
I4210109712,Visual Programming & ML,1,Max Planck Institute for Informatics
I4210109712,Volume Rendering & Immersive Tech,9,Max Planck Institute for Informatics
I4210110792,Geospatial & Seismic Vis,1,Centre de Recherche en Automatique de Nancy
I4210110975,Visual Programming & ML,2,"Reference Center for Research, Development and Innovation in ATM"
I4210110987,Molecular Simulation,1,IIT@MIT
I4210110987,Visual Programming & ML,1,IIT@MIT
I4210111179,Graph Visualization & Text Mining,1,Michigan United
I4210111179,Perception & Uncertainty Vis,1,Michigan United
I4210111842,Graph Visualization & Text Mining,1,Computer Research Institute of Montréal
I4210112067,Graph Visualization & Text Mining,1,IBM (France)
I4210112067,Volume Rendering & Immersive Tech,1,IBM (France)
I4210112527,Graph Visualization & Text Mining,1,Luxembourg Institute of Science and Technology
I4210112925,Volume Rendering & Immersive Tech,1,Max Planck Institute for Biological Cybernetics
I4210112998,Graph Visualization & Text Mining,1,Vetenskap I Skolan
I4210112998,Volume Rendering & Immersive Tech,2,Vetenskap I Skolan
I4210113003,High-Dimensional Data Analysis,1,Physical Sciences (United States)
I4210113003,Molecular Simulation,1,Physical Sciences (United States)
I4210113369,Causality & Temporal Analysis,1,Microsoft Research Asia (China)
I4210113369,Graph Visualization & Text Mining,4,Microsoft Research Asia (China)
I4210113369,High-Dimensional Data Analysis,2,Microsoft Research Asia (China)
I4210113369,Imaging & Display Technology,2,Microsoft Research Asia (China)
I4210113369,Social & Biomedical Analytics,3,Microsoft Research Asia (China)
I4210113369,Visual Programming & ML,5,Microsoft Research Asia (China)
I4210113369,Volume Rendering & Immersive Tech,10,Microsoft Research Asia (China)
I4210113495,Visual Programming & ML,1,Children's Hospital of Zhejiang University
I4210113652,Imaging & Display Technology,1,Sectra (Sweden)
I4210113652,Volume Rendering & Immersive Tech,3,Sectra (Sweden)
I4210113654,Graph Visualization & Text Mining,1,IBM (Canada)
I4210113654,Visual Programming & ML,1,IBM (Canada)
I4210113675,Graph Visualization & Text Mining,1,Center for Integrated Quantum Science and Technology
I4210114058,High-Dimensional Data Analysis,1,Max Planck Institute of Animal Behavior
I4210114081,Volume Rendering & Immersive Tech,1,Korea Kacoh (South Korea)
I4210114115,Causality & Temporal Analysis,1,IBM Research - Thomas J. Watson Research Center
I4210114115,Graph Visualization & Text Mining,2,IBM Research - Thomas J. Watson Research Center
I4210114115,High-Dimensional Data Analysis,11,IBM Research - Thomas J. Watson Research Center
I4210114115,Imaging & Display Technology,2,IBM Research - Thomas J. Watson Research Center
I4210114115,Molecular Simulation,1,IBM Research - Thomas J. Watson Research Center
I4210114115,Network Security & Anomaltic,1,IBM Research - Thomas J. Watson Research Center
I4210114115,Social & Biomedical Analytics,3,IBM Research - Thomas J. Watson Research Center
I4210114115,Topological Data Analysis,1,IBM Research - Thomas J. Watson Research Center
I4210114115,Visual Programming & ML,9,IBM Research - Thomas J. Watson Research Center
I4210114115,Volume Rendering & Immersive Tech,11,IBM Research - Thomas J. Watson Research Center
I4210114521,Volume Rendering & Immersive Tech,1,Fluent (United States)
I4210115111,High-Dimensional Data Analysis,1,University of Arts and Industrial Design Linz
I4210115305,Geospatial & Seismic Vis,1,German Center for Infection Research
I4210115485,Graph Visualization & Text Mining,3,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur
I4210115485,Perception & Uncertainty Vis,1,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur
I4210115485,Visual Programming & ML,1,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur
I4210115485,Volume Rendering & Immersive Tech,1,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur
I4210115791,Graph Visualization & Text Mining,1,Center for Visual Communication (United States)
I4210115791,Imaging & Display Technology,1,Center for Visual Communication (United States)
I4210115859,Volume Rendering & Immersive Tech,1,"Behavioral Tech Research, Inc."
I4210116233,Visual Programming & ML,1,Kapsch (Czechia)
I4210116267,Visual Programming & ML,1,American School of Doha
I4210116319,Volume Rendering & Immersive Tech,1,Maxon Motor (Switzerland)
I4210116376,Causality & Temporal Analysis,1,SUNY Korea
I4210116376,High-Dimensional Data Analysis,1,SUNY Korea
I4210116658,Graph Visualization & Text Mining,1,École Centrale d'Électronique
I4210116730,Visual Programming & ML,1,Universitätsmedizin Göttingen
I4210117238,High-Dimensional Data Analysis,1,National Influenza Center
I4210117453,High-Dimensional Data Analysis,1,Dana-Farber Cancer Institute
I4210117453,Volume Rendering & Immersive Tech,1,Dana-Farber Cancer Institute
I4210117871,High-Dimensional Data Analysis,1,"Systems, Applications & Products in Data Processing (Canada)"
I4210117871,Social & Biomedical Analytics,1,"Systems, Applications & Products in Data Processing (Canada)"
I4210118379,Perception & Uncertainty Vis,1,Aptima (United States)
I4210118379,Social & Biomedical Analytics,1,Aptima (United States)
I4210118379,Volume Rendering & Immersive Tech,1,Aptima (United States)
I4210118689,Imaging & Display Technology,1,Joint Research Centre
I4210119061,Graph Visualization & Text Mining,2,Institut de Recherche en Informatique de Toulouse
I4210119061,Visual Programming & ML,2,Institut de Recherche en Informatique de Toulouse
I4210119061,Volume Rendering & Immersive Tech,1,Institut de Recherche en Informatique de Toulouse
I4210119109,Graph Visualization & Text Mining,3,Indiana University Bloomington
I4210119109,Perception & Uncertainty Vis,2,Indiana University Bloomington
I4210119109,Topological Data Analysis,1,Indiana University Bloomington
I4210119109,Visual Programming & ML,5,Indiana University Bloomington
I4210119109,Volume Rendering & Immersive Tech,11,Indiana University Bloomington
I4210119257,Social & Biomedical Analytics,1,University of Information Technology and Communications
I4210119362,Imaging & Display Technology,1,Hahn-Schickard-Gesellschaft für angewandte Forschung
I4210119669,Volume Rendering & Immersive Tech,1,Boehringer Ingelheim (Austria)
I4210119712,Graph Visualization & Text Mining,1,Max Planck Institute for Mathematics
I4210119896,Geospatial & Seismic Vis,1,King's College School
I4210120115,Graph Visualization & Text Mining,1,Robert Bosch (United States)
I4210120115,High-Dimensional Data Analysis,2,Robert Bosch (United States)
I4210120115,Network Security & Anomaltic,1,Robert Bosch (United States)
I4210120115,Visual Programming & ML,10,Robert Bosch (United States)
