author_id,institution_id,n_papers_with_inst,display_name,ror,country_code,city,region,latitude,longitude,geo_cluster
A5079272514,I130701444,3,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5079275693,I137479271,1,Helmholtz Centre for Environmental Research,https://ror.org/000h6jb29,DE,Leipzig,,51.33961868286133,12.37129020690918,6
A5079282430,I157773358,1,Sun Yat-sen University,https://ror.org/0064kty71,CN,Guangzhou,,23.116670608520508,113.25,5
A5079287966,I185261750,1,University of Toronto,https://ror.org/03dbr7087,CA,Toronto,,43.70642852783203,-79.39864349365234,1
A5079289629,I74786994,3,Kitware (United States),https://ror.org/02s2acn37,US,New York,,40.71427154541016,-74.00596618652344,1
A5079291115,I142606810,1,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,Richland,,46.28569030761719,-119.28446197509766,16
A5079350674,I135140700,1,University of Bonn,https://ror.org/041nas322,DE,Bonn,,50.734378814697266,7.095489978790283,6
A5079369129,I180825142,20,"City, University of London",https://ror.org/04489at23,GB,London,,51.50852966308594,-0.1257400065660476,6
A5079420045,I84218800,1,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5079421746,I36522303,1,Universität Greifswald,https://ror.org/00r1edq15,DE,Greifswald,,54.093109130859375,13.387860298156738,6
A5079448223,I4210102939,2,IAP Research (United States),https://ror.org/018k5nw16,US,Dayton,Ohio,39.706443786621094,-84.13404083251953,1
A5079469658,I168635309,4,University of Calgary,https://ror.org/03yjb2x39,CA,Calgary,,51.05010986328125,-114.08528900146484,31
A5079496618,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5079507712,I189712700,4,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5079524619,I63966007,1,Massachusetts Institute of Technology,https://ror.org/042nb2s44,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5079537893,I102197404,2,Université Paris-Sud,https://ror.org/028rypz17,FR,Orsay,,48.69572067260742,2.187269926071167,14
A5079543434,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5079547103,I4210105663,1,Deutsches Herzzentrum der Charité,https://ror.org/01mmady97,DE,Berlin,,52.52436828613281,13.410530090332031,6
A5079552054,I15057530,1,Université de Bordeaux,https://ror.org/057qpr032,FR,Bordeaux,,44.84043884277344,-0.5805000066757202,40
A5079597279,I4210104563,1,Amtec (United States),https://ror.org/015d68237,US,Huntsville,Alabama,34.727149963378906,-86.65445709228516,1
A5079619886,I20089843,1,Princeton University,https://ror.org/00hx57361,US,Princeton,,40.34872055053711,-74.65904998779297,1
A5079624151,I1332737386,1,General Electric (United States),https://ror.org/013msgt25,US,Boston,,42.358428955078125,-71.05976867675781,1
A5079670764,I76130692,1,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5079673812,I4210104735,1,Sandia National Laboratories,https://ror.org/01apwpt12,US,Albuquerque,,35.08449172973633,-106.65113830566406,19
A5079709359,I157485424,1,Korea Advanced Institute of Science and Technology,https://ror.org/05apxxy63,KR,Daejeon,,36.34912872314453,127.38493347167967,25
A5079725755,I102134673,1,Linköping University,https://ror.org/05ynxx418,SE,Linköping,,58.410858154296875,15.621569633483888,6
A5079742046,I102149020,1,University of North Carolina at Charlotte,https://ror.org/04dawnj30,US,Charlotte,,35.227088928222656,-80.84313201904297,1
A5079760146,I192454743,1,Sandia National Laboratories California,https://ror.org/058m7ey48,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5079825775,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5079855287,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5079891721,I157725225,1,University of Illinois Urbana-Champaign,https://ror.org/047426m28,US,Urbana,,40.110591888427734,-88.20726776123047,1
A5079897672,I154570441,2,"University of California, Santa Barbara",https://ror.org/02t274463,US,Santa Barbara,,34.42082977294922,-119.69818878173828,11
A5079905341,I190082696,1,Durham University,https://ror.org/01v29qb04,GB,Durham,,54.76517868041992,-1.5782239437103271,6
A5079916657,I141945490,24,University of British Columbia,https://ror.org/03rmrcq20,CA,Vancouver,,49.24966049194336,-123.1193389892578,3
A5079984513,I102134673,1,Linköping University,https://ror.org/05ynxx418,SE,Linköping,,58.410858154296875,15.621569633483888,6
A5079986783,I139660479,14,Central South University,https://ror.org/00f1zfq44,CN,Changsha,,28.198740005493164,112.97087097167967,18
A5079994866,I52357470,1,The Ohio State University,https://ror.org/00rs6vg23,US,Columbus,,39.961181640625,-82.99878692626953,1
A5079997473,I145847075,6,TU Wien,https://ror.org/04d836q62,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5080002287,I196349391,1,Universität Ulm,https://ror.org/032000t02,DE,Ulm,,48.39841079711914,9.99155044555664,6
A5080033774,I24603500,2,University of Massachusetts Amherst,https://ror.org/0072zz521,US,Amherst Center,,42.375370025634766,-72.51924896240234,1
A5080075412,I136199984,1,Harvard University,https://ror.org/03vek6s52,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5080082986,I123431417,2,Scripps Research Institute,https://ror.org/02dxx6824,US,San Diego,,32.7157096862793,-117.16471862792967,11
A5080086653,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5080103945,I35364215,1,Naval Postgraduate School,https://ror.org/033yfkj90,US,Monterey,,36.60023880004883,-121.8946762084961,9
A5080127688,I100066346,3,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5080137012,I74786994,1,Kitware (United States),https://ror.org/02s2acn37,US,New York,,40.71427154541016,-74.00596618652344,1
A5080160526,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5080174595,I223822909,2,Heidelberg University,https://ror.org/038t36y30,DE,Heidelberg,,49.40768051147461,8.690790176391602,6
A5080181424,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5080200184,I131249849,1,Oregon State University,https://ror.org/00ysfqy60,US,Corvallis,,44.564571380615234,-123.26203918457033,3
A5080203120,I20231570,2,Peking University,https://ror.org/02v51f717,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5080208364,I12912129,1,Northeastern University,https://ror.org/04t5xt781,US,Boston,,42.358428955078125,-71.05976867675781,1
A5080214212,I27804330,1,Brown University,https://ror.org/05gq02987,US,Providence,,41.82398986816406,-71.41282653808594,1
A5080245749,I887064364,1,University of Amsterdam,https://ror.org/04dkp9463,NL,Amsterdam,,52.37403106689453,4.889689922332764,6
A5080248408,I145894827,1,Indian Institute of Technology Kharagpur,https://ror.org/03w5sq511,IN,Kharagpur,,22.339710235595703,87.32501220703125,-1
A5080263515,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5080263583,I4210113495,1,Children's Hospital of Zhejiang University,https://ror.org/025fyfd20,CN,Hangzhou,,30.26316261291504,120.16571044921876,8
A5080267853,I126744593,1,"University of Maryland, Baltimore",https://ror.org/04rq5mt64,US,Baltimore,,39.29037857055664,-76.61219024658203,1
A5080272618,I95457486,1,"University of California, Berkeley",https://ror.org/01an7q238,US,Berkeley,,37.87158966064453,-122.2727508544922,9
A5080292005,I1289243028,3,Oak Ridge National Laboratory,https://ror.org/01qz5mb56,US,Oak Ridge,,36.01036071777344,-84.26963806152344,1
A5080342876,I8087733,1,University of Tübingen,https://ror.org/03a1kwz48,DE,Tübingen,,48.52265930175781,9.052220344543455,6
A5080348698,I165932596,1,National University of Singapore,https://ror.org/01tgyzw49,SG,Singapore,,1.2896699905395508,103.85006713867188,10
A5080353854,I133738476,1,University of Massachusetts Lowell,https://ror.org/03hamhx47,US,Lowell,Massachusetts,42.64271545410156,-71.33453369140625,1
A5080359624,I114027177,1,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,Chapel Hill,,35.91320037841797,-79.05583953857422,1
A5080378073,I8204097,1,Ludwig-Maximilians-Universität München,https://ror.org/05591te55,DE,Munich,,48.137428283691406,11.57548999786377,6
A5080392759,I219193219,1,Purdue University West Lafayette,https://ror.org/02dqehb95,US,West Lafayette,,40.42586898803711,-86.90807342529297,1
A5080393799,I63966007,1,Massachusetts Institute of Technology,https://ror.org/042nb2s44,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5080411826,I26120043,1,Ochanomizu University,https://ror.org/03599d813,JP,Tokyo,,35.68949890136719,139.69171142578125,33
A5080427073,I98358874,1,Delft University of Technology,https://ror.org/02e2c7k09,NL,Delft,,52.00667190551758,4.355559825897217,6
A5080437616,I1118541,1,University of East Anglia,https://ror.org/026k5mg93,GB,Norwich,,52.627830505371094,1.2983399629592896,6
A5080438656,I1343190059,3,VRVis GmbH (Austria),https://ror.org/02xyxvc90,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5080474398,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5080477091,I130238516,1,University of Minnesota,https://ror.org/017zqws13,US,Minneapolis,,44.9799690246582,-93.26383972167967,17
A5080478642,I200769079,1,Hong Kong University of Science and Technology,https://ror.org/00q4vv597,HK,Hong Kong,,22.2783203125,114.17469024658205,5
A5080483655,I4210119362,1,Hahn-Schickard-Gesellschaft für angewandte Forschung,https://ror.org/02reezy47,DE,Villingen-Schwenningen,,48.06486892700195,8.4904146194458,6
A5080503099,I142606810,1,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,Richland,,46.28569030761719,-119.28446197509766,16
A5080513075,I84218800,1,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5080555595,I174306211,2,Technion – Israel Institute of Technology,https://ror.org/03qryx823,IL,Haifa,,32.81840896606445,34.98849868774414,26
A5080581467,I64189192,1,"International Institute of Information Technology, Hyderabad",https://ror.org/05f11g639,IN,Hyderabad,,17.384050369262695,78.45635986328125,-1
A5080591014,I84218800,4,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5080592510,I16835326,1,University of St Andrews,https://ror.org/02wn5qz54,GB,St Andrews,,56.33871078491211,-2.7990200519561768,6
A5080605005,I159176309,1,Universität Hamburg,https://ror.org/00g30e956,DE,Hamburg,,53.55073165893555,9.993020057678224,6
A5080609811,I1289243028,1,Oak Ridge National Laboratory,https://ror.org/01qz5mb56,US,Oak Ridge,,36.01036071777344,-84.26963806152344,1
A5080609957,I1290206253,1,Microsoft (United States),https://ror.org/00d0nc645,US,Redmond,,47.67398834228515,-122.12151336669922,3
A5080615708,I135310074,2,University of Wisconsin–Madison,https://ror.org/01y2jtd41,US,Madison,,43.07305145263672,-89.40122985839844,1
A5080627217,I57206974,1,New York University,https://ror.org/0190ak572,US,New York,,40.71427154541016,-74.00596618652344,1
A5080631353,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5080665667,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5080679300,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5080701169,I76130692,2,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5080740692,I127317711,1,Tokyo University of Agriculture,https://ror.org/05crbcr45,JP,Tokyo,Tôkyô,35.64089584350586,139.63201904296875,33
A5080754201,I137902535,2,North Carolina State University,https://ror.org/04tj63d06,US,Raleigh,,35.772098541259766,-78.63861083984375,1
A5080761699,I88101031,1,Immersion (United States),https://ror.org/02qgx4h83,US,San Jose,California,37.40412521362305,-121.9443588256836,9
A5080765061,I130769515,7,Pennsylvania State University,https://ror.org/04p491231,US,State College,,40.79338836669922,-77.86000061035156,1
A5080784100,I176453806,1,University of Potsdam,https://ror.org/03bnmw459,DE,Potsdam,,52.39886093139648,13.06566047668457,6
A5080798381,I139660479,1,Central South University,https://ror.org/00f1zfq44,CN,Changsha,,28.198740005493164,112.97087097167967,18
A5080823228,I12912129,1,Northeastern University,https://ror.org/04t5xt781,US,Boston,,42.358428955078125,-71.05976867675781,1
A5080839799,I100066346,2,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5080855632,I20231570,1,Peking University,https://ror.org/02v51f717,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5080887618,I859038795,1,Virginia Tech,https://ror.org/02smfhw86,US,Blacksburg,,37.22956848144531,-80.4139404296875,1
A5080894318,I99065089,1,Tsinghua University,https://ror.org/03cve4549,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5080954876,I4210091929,1,Konkuk University Medical Center,https://ror.org/00jcx1769,KR,Seoul,,37.56600189208984,126.97840118408205,25
A5080987337,I189712700,3,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5080997507,I1327163397,1,State University of New York,https://ror.org/01q1z8k08,US,Albany,,42.65258026123047,-73.75623321533203,1
A5081019709,I153267046,1,University of Kaiserslautern,https://ror.org/04zrf7b53,DE,Kaiserslautern,,49.44300079345703,7.771609783172607,6
A5081043223,I99041443,1,Mississippi State University,https://ror.org/0432jq872,US,Starkville,,33.45048904418945,-88.81961059570312,1
A5081073195,I59553526,3,Stony Brook University,https://ror.org/05qghxh33,US,Stony Brook,,40.92565155029297,-73.14093780517578,1
A5081082727,I102322142,3,"Rutgers, The State University of New Jersey",https://ror.org/05vt9qd57,US,New Brunswick,,40.48622131347656,-74.45182037353516,1
A5081083896,I142606810,1,Pacific Northwest National Laboratory,https://ror.org/05h992307,US,Richland,,46.28569030761719,-119.28446197509766,16
A5081108403,I153267046,1,University of Kaiserslautern,https://ror.org/04zrf7b53,DE,Kaiserslautern,,49.44300079345703,7.771609783172607,6
A5081125645,I99065089,1,Tsinghua University,https://ror.org/03cve4549,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5081133008,I97018004,1,Stanford University,https://ror.org/00f54p054,US,Stanford,,37.424110412597656,-122.16607666015624,9
A5081147881,I4210095624,1,Alibaba Group (United States),https://ror.org/00rn0m335,US,San Mateo,California,37.55870819091797,-122.3250732421875,9
A5081152152,I83816512,1,University of Genoa,https://ror.org/0107c5v14,IT,Genoa,,44.404781341552734,8.944390296936035,6
A5081205856,I4210122765,2,Kaiser-Franz-Josef-Spital,https://ror.org/02p47pe37,AT,Vienna,,48.1742057800293,16.350738525390625,6
A5081228191,I21449261,1,Masaryk University,https://ror.org/02j46qs45,CZ,Brno,,49.195220947265625,16.607959747314453,6
A5081246092,I176453806,3,University of Potsdam,https://ror.org/03bnmw459,DE,Potsdam,,52.39886093139648,13.06566047668457,6
A5081274814,I99065089,2,Tsinghua University,https://ror.org/03cve4549,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5081281752,I36253440,1,IEEE Computer Society,https://ror.org/05nxk6n24,US,Washington,,38.895111083984375,-77.03636932373047,1
A5081285219,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5081290775,I189712700,2,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5081298505,I1295339012,1,Boeing (United States),https://ror.org/04sm5zn07,US,Chicago,,41.85002899169922,-87.6500473022461,1
A5081299245,I44896327,4,Mitre (United States),https://ror.org/03ks2a131,US,Bedford,Massachusetts,42.50493621826172,-71.23655700683594,1
A5081339413,I127558574,1,DSM (Netherlands),https://ror.org/00k01kt20,NL,Heerlen,,50.88365173339844,5.981540203094482,6
A5081346568,I38877650,10,Zhengzhou University,https://ror.org/04ypx8c21,CN,Zhengzhou,,34.75777816772461,113.64861297607422,-1
A5081354508,I18014758,1,Simon Fraser University,https://ror.org/0213rcc28,CA,Burnaby,,49.266361236572266,-122.95262908935548,3
A5081375557,I1327163397,1,State University of New York,https://ror.org/01q1z8k08,US,Albany,,42.65258026123047,-73.75623321533203,1
A5081381214,I212119943,2,University of Victoria,https://ror.org/04s5mat29,CA,Victoria,,48.4359016418457,-123.35154724121094,3
A5081397237,I880747138,1,Science Applications International Corporation (United States),https://ror.org/00zv91802,US,McLean,Virginia,38.921875,-77.2330322265625,1
A5081432563,I165733156,1,University of Georgia,https://ror.org/00te3t702,US,Athens,,33.9609489440918,-83.37793731689453,1
A5081435013,I4210121844,1,IBM (United Kingdom),https://ror.org/02wat9f69,GB,Winchester,,51.065128326416016,-1.3186999559402466,6
A5081436027,I174183983,1,Maria Curie-Skłodowska University,https://ror.org/015h0qg34,PL,Lublin,,51.25,22.566669464111328,-1
A5081456690,I83019370,3,Eindhoven University of Technology,https://ror.org/02c2kyt77,NL,Eindhoven,,51.44083023071289,5.477779865264893,6
A5081467444,I68947357,1,Université de Strasbourg,https://ror.org/00pg6eq24,FR,Strasbourg,,48.58391952514648,7.745530128479004,6
A5081482791,I1306266525,1,Goddard Space Flight Center,https://ror.org/0171mag52,US,Greenbelt,,39.00455093383789,-76.87552642822266,1
A5081506338,I1282311441,2,Lawrence Livermore National Laboratory,https://ror.org/041nk4h53,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5081520352,I29607241,1,École Normale Supérieure - PSL,https://ror.org/05a0dhs15,FR,Paris,,48.85340881347656,2.34879994392395,14
A5081539340,I102134673,1,Linköping University,https://ror.org/05ynxx418,SE,Linköping,,58.410858154296875,15.621569633483888,6
A5081553336,I1343871089,1,Los Alamos National Laboratory,https://ror.org/01e41cf67,US,Los Alamos,,35.88808059692383,-106.30696868896484,19
A5081562181,I1328914791,1,Center for Inquiry,https://ror.org/054m6hn21,US,Buffalo,New York,42.99797821044922,-78.800537109375,1
A5081576889,I145847075,1,TU Wien,https://ror.org/04d836q62,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5081589066,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5081589998,I56858762,1,Universidad Nacional del Sur,https://ror.org/028crwz56,AR,Bahía Blanca,,-38.71760177612305,-62.26544952392578,23
A5081597480,I122991210,2,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo""",https://ror.org/05kacka20,IT,Pisa,,43.70853042602539,10.403599739074709,6
A5081622405,I102149020,7,University of North Carolina at Charlotte,https://ror.org/04dawnj30,US,Charlotte,,35.227088928222656,-80.84313201904297,1
A5081668763,I4210167297,1,IBM Research - Haifa,https://ror.org/05rw9t746,IL,Haifa,,32.10221481323242,34.85060501098633,26
A5081672617,I2801919071,1,University of Illinois System,https://ror.org/05e94g991,US,Urbana,,40.110591888427734,-88.20726776123047,1
A5081676434,I137902535,1,North Carolina State University,https://ror.org/04tj63d06,US,Raleigh,,35.772098541259766,-78.63861083984375,1
A5081681790,I184999862,1,Universidad de Salamanca,https://ror.org/02f40zc51,ES,Salamanca,,40.96881866455078,-5.663879871368408,32
A5081686907,I1343871089,1,Los Alamos National Laboratory,https://ror.org/01e41cf67,US,Los Alamos,,35.88808059692383,-106.30696868896484,19
A5081687047,I91136226,1,University of Sheffield,https://ror.org/05krs5044,GB,Sheffield,,53.38296890258789,-1.46589994430542,6
A5081698392,I135310074,1,University of Wisconsin–Madison,https://ror.org/01y2jtd41,US,Madison,,43.07305145263672,-89.40122985839844,1
A5081718999,I157773358,1,Sun Yat-sen University,https://ror.org/0064kty71,CN,Guangzhou,,23.116670608520508,113.25,5
A5081738752,I100296615,1,École Nationale de l’Aviation Civile,https://ror.org/022zdgq74,FR,Toulouse,,43.6042594909668,1.4436700344085691,6
A5081755176,I142263535,1,University of Nottingham,https://ror.org/01ee9ar58,GB,Nottingham,Nottingham,52.93806838989258,-1.1967029571533203,6
A5081767590,I4210114115,2,IBM Research - Thomas J. Watson Research Center,https://ror.org/0265w5591,US,Yorktown Heights,,41.27093124389648,-73.77763366699219,1
A5081780591,I52357470,1,The Ohio State University,https://ror.org/00rs6vg23,US,Columbus,,39.961181640625,-82.99878692626953,1
A5081781046,I136199984,1,Harvard University,https://ror.org/03vek6s52,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5081796122,I1282311441,3,Lawrence Livermore National Laboratory,https://ror.org/041nk4h53,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5081809692,I1291425158,3,Google (United States),https://ror.org/00njsd438,US,Mountain View,California,37.42295455932617,-122.08406066894533,9
A5081816373,I35440088,1,ETH Zurich,https://ror.org/05a28rw58,CH,Zurich,,47.366668701171875,8.550000190734863,6
A5081850948,I8087733,1,University of Tübingen,https://ror.org/03a1kwz48,DE,Tübingen,,48.52265930175781,9.052220344543455,6
A5081885843,I136199984,1,Harvard University,https://ror.org/03vek6s52,US,Cambridge,,42.375099182128906,-71.1056137084961,1
A5081950809,I4210113369,1,Microsoft Research Asia (China),https://ror.org/0300m5276,CN,Beijing,,39.907501220703125,116.39723205566406,7
A5081959207,I149899117,2,Max Planck Society,https://ror.org/01hhn8329,DE,Munich,,48.137428283691406,11.57548999786377,6
A5082066959,I4210098931,1,Quantitative BioSciences,https://ror.org/010brsj79,US,Solana Beach,California,32.9898681640625,-117.2595672607422,11
A5082090092,I2948394018,1,Northrop Grumman (United States),https://ror.org/05kewds18,US,Falls Church,,38.88233184814453,-77.17108917236328,1
A5082093150,I100066346,1,University of Stuttgart,https://ror.org/04vnq7t77,DE,Stuttgart,,48.782318115234375,9.177020072937012,6
A5082103604,I1343190059,1,VRVis GmbH (Austria),https://ror.org/02xyxvc90,AT,Vienna,,48.20848846435547,16.372079849243164,6
A5082115677,I1282311441,1,Lawrence Livermore National Laboratory,https://ror.org/041nk4h53,US,Livermore,,37.68186950683594,-121.76801300048828,9
A5082178510,I1291425158,1,Google (United States),https://ror.org/00njsd438,US,Mountain View,California,37.42295455932617,-122.08406066894533,9
A5082193236,I157725225,2,University of Illinois Urbana-Champaign,https://ror.org/047426m28,US,Urbana,,40.110591888427734,-88.20726776123047,1
A5082195784,I84392919,1,Temple University,https://ror.org/00kx1jb78,US,Philadelphia,,39.9523811340332,-75.16361999511719,1
A5082204611,I27804330,1,Brown University,https://ror.org/05gq02987,US,Providence,,41.82398986816406,-71.41282653808594,1
A5082209080,I4210138551,1,University Hospital Magdeburg,https://ror.org/03m04df46,DE,Magdeburg,,52.10097122192383,11.617555618286133,6
A5082209298,I139264467,1,Seoul National University,https://ror.org/04h9pn542,KR,Seoul,,37.56600189208984,126.97840118408205,25
A5082213932,I76130692,6,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5082234726,I195893171,3,Zuse Institute Berlin,https://ror.org/02eva5865,DE,Berlin,,52.52436828613281,13.410530090332031,6
A5082235583,I137902535,1,North Carolina State University,https://ror.org/04tj63d06,US,Raleigh,,35.772098541259766,-78.63861083984375,1
A5082282639,I72816309,1,Drexel University,https://ror.org/04bdffz58,US,Philadelphia,,39.9523811340332,-75.16361999511719,1
A5082287400,I72816309,1,Drexel University,https://ror.org/04bdffz58,US,Philadelphia,,39.9523811340332,-75.16361999511719,1
A5082289640,I26120043,1,Ochanomizu University,https://ror.org/03599d813,JP,Tokyo,,35.68949890136719,139.69171142578125,33
A5082300315,I251424209,1,University of Girona,https://ror.org/01xdxns91,ES,Girona,,41.98310852050781,2.82492995262146,24
A5082319203,I141945490,1,University of British Columbia,https://ror.org/03rmrcq20,CA,Vancouver,,49.24966049194336,-123.1193389892578,3
A5082334156,I173911158,5,Iowa State University,https://ror.org/04rswrd78,US,Ames,,42.03470993041992,-93.61994171142578,1
A5082346052,I223532165,1,University of Utah,https://ror.org/03r0ha626,US,Salt Lake City,,40.760780334472656,-111.89105224609376,0
A5082350263,I200769079,1,Hong Kong University of Science and Technology,https://ror.org/00q4vv597,HK,Hong Kong,,22.2783203125,114.17469024658205,5
A5082391073,I3045169105,2,Southern University of Science and Technology,https://ror.org/049tv2d57,CN,Shenzhen,,22.54553985595703,114.06829833984376,5
A5082399272,I4210088595,1,Technology Applications (United States),https://ror.org/009r6as98,US,Boulder,Colorado,40.07073211669922,-105.2030258178711,22
A5082407088,I188538660,1,University of Colorado Boulder,https://ror.org/02ttsq026,US,Boulder,,40.014991760253906,-105.2705535888672,22
A5082408638,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5082419776,I44896327,1,Mitre (United States),https://ror.org/03ks2a131,US,Bedford,Massachusetts,42.50493621826172,-71.23655700683594,1
A5082431329,I1291425158,1,Google (United States),https://ror.org/00njsd438,US,Mountain View,California,37.42295455932617,-122.08406066894533,9
A5082437427,I4210142372,1,Human Media,https://ror.org/04072nk43,US,Belmont,Massachusetts,42.39787292480469,-71.17529296875,1
A5082484968,I175594653,1,John Brown University,https://ror.org/02ct41q97,US,Siloam Springs,Arkansas,36.189998626708984,-94.55860900878906,37
A5082491006,I103163165,1,Florida State University,https://ror.org/05g3dte14,US,Tallahassee,,30.43825912475586,-84.28073120117188,53
A5082507303,I1289243028,1,Oak Ridge National Laboratory,https://ror.org/01qz5mb56,US,Oak Ridge,,36.01036071777344,-84.26963806152344,1
A5082522967,I134560555,1,Université Toulouse III - Paul Sabatier,https://ror.org/02v6kpv12,FR,Toulouse,,43.6042594909668,1.4436700344085691,6
A5082534076,I76130692,1,Zhejiang University,https://ror.org/00a2xv884,CN,Hangzhou,,30.29364967346191,120.1614227294922,8
A5082544352,I173498003,1,Palo Alto Research Center,https://ror.org/0529fxt39,US,Palo Alto,California,37.40271759033203,-122.1479949951172,9
A5082548228,I1282105669,1,Argonne National Laboratory,https://ror.org/05gvnxz63,US,Lemont,,41.673641204833984,-88.0017318725586,1
A5082598478,I185443292,3,Wayne State University,https://ror.org/01070mq45,US,Detroit,,42.33142852783203,-83.0457534790039,1
A5082614315,I4210156583,1,Laboratoire d'Informatique de Paris-Nord,https://ror.org/05g1zjw44,FR,Villetaneuse,,48.95832824707031,2.341670036315918,14
A5082668404,I130701444,36,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5082683641,I189712700,1,University of Konstanz,https://ror.org/0546hnb39,DE,Konstanz,,47.66033172607422,9.175820350646973,6
A5082689282,I130701444,1,Georgia Institute of Technology,https://ror.org/01zkghx44,US,Atlanta,,33.749000549316406,-84.38797760009766,1
A5082704102,I133738476,1,University of Massachusetts Lowell,https://ror.org/03hamhx47,US,Lowell,Massachusetts,42.64271545410156,-71.33453369140625,1
A5082712854,I52357470,2,The Ohio State University,https://ror.org/00rs6vg23,US,Columbus,,39.961181640625,-82.99878692626953,1
A5082726401,I99041443,1,Mississippi State University,https://ror.org/0432jq872,US,Starkville,,33.45048904418945,-88.81961059570312,1
A5082739993,I84218800,1,"University of California, Davis",https://ror.org/05rrcem69,US,Davis,,38.5449104309082,-121.74051666259766,9
A5082749324,I4210158342,1,Intel (United Kingdom),https://ror.org/058cxws58,GB,Swindon,,51.543094635009766,-1.77155601978302,6
A5082751676,I2800297018,1,Chr. Michelsen Institute,https://ror.org/02w7rbf39,NO,Bergen,,60.39299011230469,5.324150085449219,20
A5082779100,I68956291,1,Martin Luther University Halle-Wittenberg,https://ror.org/05gqaka33,DE,Halle,,51.4815788269043,11.979470252990724,6
