institution_id,display_name,country_name,world_region,total
I2802164966,University Hospital Heidelberg,Germany,Europe,0.0
I2972652528,FHNW University of Applied Sciences and Arts,Switzerland,Europe,0.0
I3019415892,Fraunhofer Institute for Industrial Mathematics,Germany,Europe,0.0
I3018483916,University Medical Center Utrecht,Netherlands,Europe,0.0
I3018083178,Institut de Recherche Technologique SystemX,France,Europe,0.0
I3017942884,Institut de Mathématiques de Jussieu-Paris Rive Gauche,France,Europe,0.0
I3005327000,Institute for Infocomm Research,Singapore,Asia,0.0
I29955533,Center for Information Technology,United States,Americas,0.0
I29607241,École Normale Supérieure - PSL,France,Europe,0.0
I2803209242,University of California System,United States,Americas,0.0
I29606459,University of Mississippi Medical Center,United States,Americas,0.0
I2948663404,Boston Scientific (United States),United States,Americas,0.0
I2948394018,Northrop Grumman (United States),United States,Americas,0.0
I2946016260,Uber AI (United States),United States,Americas,0.0
I2898391981,Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR),Germany,Europe,0.0
I28777354,Sejong University,"Korea, Republic of",,0.0
I2802194831,Samsung Medical Center,"Korea, Republic of",,0.0
I2802162544,Northern Gulf Institute,United States,Americas,0.0
I2800289517,German Climate Computing Centre,Germany,Europe,0.0
I2800607224,Swedish National Board of Forensic Medicine,Sweden,Europe,0.0
I2800780207,Swedish Institute,Sweden,Europe,0.0
I2800759272,Center for Advanced Studies Research and Development in Sardinia,Italy,Europe,0.0
I2800740805,Haukeland University Hospital,Norway,Europe,0.0
I2800638415,University of Applied Sciences Potsdam,Germany,Europe,0.0
I2800638129,Pacific Tower,United States,Americas,0.0
I2800628709,Lenox Hill Hospital,United States,Americas,0.0
I2800548410,United States National Library of Medicine,United States,Americas,0.0
I2801120862,General Motors (India),India,Asia,0.0
I2800497579,CRC for Spatial information,Australia,Oceania,0.0
I2800451603,Center of Advanced European Studies and Research,Germany,Europe,0.0
I2800444561,Atlanta Technical College,United States,Americas,0.0
I2800403580,University of Minnesota System,United States,Americas,0.0
I2800363604,Walter Reed National Military Medical Center,United States,Americas,0.0
I2800297018,Chr. Michelsen Institute,Norway,Europe,0.0
I2800935791,UC San Diego Health System,United States,Americas,0.0
I2801238018,Catharina Ziekenhuis,Netherlands,Europe,0.0
I2802076133,University of Koblenz and Landau,Germany,Europe,0.0
I2801613365,Mitchell Institute,United States,Americas,0.0
I2801935854,SLAC National Accelerator Laboratory,United States,Americas,0.0
I2801919071,University of Illinois System,United States,Americas,0.0
I2801862477,Canada Research Chairs,Canada,Americas,0.0
I2801857525,Kellogg's (Canada),Canada,Americas,0.0
I2801851002,Harvard University Press,United States,Americas,0.0
I2801798921,Helmholtz-Zentrum Dresden-Rossendorf,Germany,Europe,0.0
I2801607516,Associated Press,United States,Americas,0.0
I2801239119,Australian Regenerative Medicine Institute,Australia,Oceania,0.0
I2801436432,Folger Shakespeare Library,United States,Americas,0.0
I2801410363,Stony Brook University Hospital,United States,Americas,0.0
I2801333002,Purdue University System,United States,Americas,0.0
I2801317318,Hospital for Sick Children,Canada,Americas,0.0
I2801313472,North Central State College,United States,Americas,0.0
I2801240577,Building and Construction Authority,Singapore,Asia,0.0
I204553293,"China University of Petroleum, Beijing",China,Asia,0.0
I204465549,Washington University in St. Louis,United States,Americas,0.0
I161171246,West Chester University,United States,Americas,0.0
I204337017,Aarhus University,Denmark,Europe,0.0
I177483745,Université Joseph Fourier,France,Europe,0.0
I17747738,Beijing University of Chinese Medicine,China,Asia,0.0
I177328695,Union College,United States,Americas,0.0
I17653759,Fund for Scientific Research,Belgium,Europe,0.0
I176453806,University of Potsdam,Germany,Europe,0.0
I175594653,John Brown University,United States,Americas,0.0
I174306211,Technion – Israel Institute of Technology,Israel,Asia,0.0
I174216632,City University of New York,United States,Americas,0.0
I174183983,Maria Curie-Skłodowska University,Poland,Europe,0.0
I173911158,Iowa State University,United States,Americas,0.0
I173759888,Hunan Normal University,China,Asia,0.0
I173498003,Palo Alto Research Center,United States,Americas,0.0
I17301866,University of Alabama,United States,Americas,0.0
I172901346,St Petersburg University,Russian Federation,Europe,0.0
I172675005,Nanyang Technological University,Singapore,Asia,0.0
I177605424,Amherst College,United States,Americas,0.0
I177725633,Chinese University of Hong Kong,China,Asia,0.0
I177802217,University of Mannheim,Germany,Europe,0.0
I180437899,University of Bremen,Germany,Europe,0.0
I180980256,Waters (United States),United States,Americas,0.0
I180949307,Illinois Institute of Technology,United States,Americas,0.0
I180923762,University of Cologne,Germany,Europe,0.0
I180825142,"City, University of London",United Kingdom,Europe,0.0
I180726961,Shenzhen University,China,Asia,0.0
I180670191,"University of California, San Francisco",United States,Americas,0.0
I18014758,Simon Fraser University,Canada,Americas,0.0
I177909021,Universidade Federal de São Carlos,Brazil,Americas,0.0
I179863766,Western Norway University of Applied Sciences,Norway,Europe,0.0
I17974374,Universidade de São Paulo,Brazil,Americas,0.0
I179225836,University of Augsburg,Germany,Europe,0.0
I179093154,University of New Hampshire at Manchester,United States,Americas,0.0
I179026463,Beijing Technology and Business University,China,Asia,0.0
I177969490,University of Southern Denmark,Denmark,Europe,0.0
I17145004,Northwestern Polytechnical University,China,Asia,0.0
I170897317,Duke University,United States,Americas,0.0
I170658231,Osnabrück University,Germany,Europe,0.0
I164389053,Fordham University,United States,Americas,0.0
I165525304,Edge Hill University,United Kingdom,Europe,0.0
I165390105,University of South Africa,South Africa,Africa,0.0
I165368041,University of Iceland,Iceland,Europe,0.0
I165143802,University of Queensland,Australia,Oceania,0.0
I165102784,Duquesne University,United States,Americas,0.0
I164956901,Visa (United Kingdom),United Kingdom,Europe,0.0
I16391192,Tel Aviv University,Israel,Asia,0.0
I165733156,University of Georgia,United States,Americas,0.0
I162868743,Tianjin University,China,Asia,0.0
I16285277,William & Mary,United States,Americas,0.0
I162714631,George Mason University,United States,Americas,0.0
I162646704,Dowling College,United States,Americas,0.0
I162577319,The University of Texas at Dallas,United States,Americas,0.0
I161548249,Bangor University,United Kingdom,Europe,0.0
I165690674,Oregon Health & Science University,United States,Americas,0.0
I165779595,University of Melbourne,Australia,Oceania,0.0
I170239107,University of South Australia,Australia,Oceania,0.0
I168864056,Bilkent University,Türkiye,,0.0
I170215575,National University of Defense Technology,China,Asia,0.0
I170201317,University of Pittsburgh,United States,Americas,0.0
I169521973,University of New Mexico,United States,Americas,0.0
I169381384,University of Groningen,Netherlands,Europe,0.0
I169173203,Délégation Paris 7,France,Europe,0.0
I169086405,Winthrop University,United States,Americas,0.0
I168719708,City University of Hong Kong,Hong Kong,Asia,0.0
I165799507,Rensselaer Polytechnic Institute,United States,Americas,0.0
I168635309,University of Calgary,Canada,Americas,0.0
I16835326,University of St Andrews,United Kingdom,Europe,0.0
I167576493,Colorado School of Mines,United States,Americas,0.0
I166825849,Tampere University,Finland,Europe,0.0
I166416128,DEVCOM Army Research Laboratory,United States,Americas,0.0
I165932596,National University of Singapore,Singapore,Asia,0.0
I181369854,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,Europe,0.0
I181391015,Universidade Estadual de Campinas (UNICAMP),Brazil,Americas,0.0
I181653535,San Diego Supercomputer Center,United States,Americas,0.0
I19820366,Chinese Academy of Sciences,China,Asia,0.0
I200332995,TU Dortmund University,Germany,Europe,0.0
I200166805,Guy's and St Thomas' NHS Foundation Trust,United Kingdom,Europe,0.0
I199693650,Umm al-Qura University,Saudi Arabia,Asia,0.0
I199028557,Kyushu Sangyo University,Japan,Asia,0.0
I19894307,Université de Montpellier,France,Europe,0.0
I198415970,Université d'Avignon et des Pays de Vaucluse,France,Europe,0.0
I19772626,Yeshiva University,United States,Americas,0.0
I200719446,Vanderbilt University,United States,Americas,0.0
I197347611,Korea University,"Korea, Republic of",,0.0
I197323543,Johannes Gutenberg University Mainz,Germany,Europe,0.0
I197251160,Hebrew University of Jerusalem,Israel,Asia,0.0
I19700959,Florida International University,United States,Americas,0.0
I19648265,Wright State University,United States,Americas,0.0
I196349391,Universität Ulm,Germany,Europe,0.0
I200576644,HRL Laboratories (United States),United States,Americas,0.0
I200763008,University of Giessen,Germany,Europe,0.0
I195575238,Middlebury College,United States,Americas,0.0
I20231570,Peking University,China,Asia,0.0
I204250578,"University of California, Irvine",United States,Americas,0.0
I203951103,Keio University,Japan,Asia,0.0
I203172682,Northern Arizona University,United States,Americas,0.0
I202963720,University of St. Gallen,Switzerland,Europe,0.0
I202697423,University of Zurich,Switzerland,Europe,0.0
I202524275,Smith College,United States,Americas,0.0
I202276237,Medical University of Graz,Austria,Europe,0.0
I200769079,Hong Kong University of Science and Technology,Hong Kong,Asia,0.0
I201726411,United Arab Emirates University,United Arab Emirates,Asia,0.0
I201537933,Tohoku University,Japan,Asia,0.0
I201448701,University of Washington,United States,Americas,0.0
I20121455,Bielefeld University,Germany,Europe,0.0
I20089843,Princeton University,United States,Americas,0.0
I200870766,Brookhaven National Laboratory,United States,Americas,0.0
I195893171,Zuse Institute Berlin,Germany,Europe,0.0
I195525897,Research Institute of Molecular Pathology,Austria,Europe,0.0
I182083151,Universidad Rey Juan Carlos,Spain,Europe,0.0
I184842277,Maharishi International University,United States,Americas,0.0
I185658715,Universities UK,United Kingdom,Europe,0.0
I185443292,Wayne State University,United States,Americas,0.0
I185261750,University of Toronto,Canada,Americas,0.0
I185103710,"University of California, Santa Cruz",United States,Americas,0.0
I1850255,University of Basel,Switzerland,Europe,0.0
I184999862,Universidad de Salamanca,Spain,Europe,0.0
I184597095,National Institute of Informatics,Japan,Asia,0.0
I189158971,United States Naval Academy,United States,Americas,0.0
I184565670,Georgetown University,United States,Americas,0.0
I183935753,King's College London,United Kingdom,Europe,0.0
I183874917,Urbana University,United States,Americas,0.0
I183067930,Shanghai Jiao Tong University,China,Asia,0.0
I18283598,Wheeling Jesuit University,United States,Americas,0.0
I182712176,Montanuniversität Leoben,Austria,Europe,0.0
I188538660,University of Colorado Boulder,United States,Americas,0.0
I189196454,The University of Texas at Arlington,United States,Americas,0.0
I194028371,University of Regina,Canada,Americas,0.0
I192454743,Sandia National Laboratories California,United States,Americas,0.0
I193775966,Yonsei University,"Korea, Republic of",,0.0
I19370010,Orange (France),France,Europe,0.0
I193662353,Utrecht University,Netherlands,Europe,0.0
I193619901,Constructor University,Germany,Europe,0.0
I193531525,George Washington University,United States,Americas,0.0
I192455969,York University,Canada,Americas,0.0
I192396691,University of New Orleans,United States,Americas,0.0
I189712700,University of Konstanz,Germany,Europe,0.0
I191240316,University of Hull,United Kingdom,Europe,0.0
I191208505,Xiamen University,China,Asia,0.0
I190397597,University of Urbino,Italy,Europe,0.0
I1902872,EURECOM,France,Europe,0.0
I190249584,Universität Innsbruck,Austria,Europe,0.0
I190082696,Durham University,United Kingdom,Europe,0.0
I99464096,KU Leuven,Belgium,Europe,0.0
